Phase1_pct,RS+RFD,Corr-RR
5,0.05579853191031144,0.02934031847274541
10,0.1179513397672295,0.039461615845927854
15,0.061627762838128,0.09270384342443662
20,0.10328984553316956,0.050357331554041554
25,0.15890120027274107,0.07015763445069075
30,0.12040475035678289,0.11898613039643667
35,0.1184337207462116,0.15825754598980288
40,0.09894516460941394,0.19576540751193044
45,0.10790102210610189,0.1705376483511057
50,0.1468355590209276,0.07422509004027664
