Phase1_pct,RS+RFD,Corr-RR
5,0.042054574116506815,0.3299744093479751
10,0.1555569551635429,0.05413733555497524
15,0.01701058056410228,0.1238823549085389
20,0.13448976099276239,0.13051161331317598
25,0.15955977210540576,0.1153337823888421
30,0.49417628358061294,0.37490973151985857
35,0.276662718109124,0.41211225174282107
40,0.44217588566725263,0.3330694635930501
45,0.3131198204150951,0.34905088371279547
50,0.2781755087768133,0.35174879586621555
